Customer_ID,Recommended_Category,Reason,Confidence,RFM_Segment,Cluster_Name,Predicted_CLV,Churn_Probability
CUS000853,Equipment,Association Rules,0.31512959466284873,Big Spenders,Mid-Tier Customers,429341.9089220906,0.9994754536213072
CUS000853,Feed,Association Rules,0.29012955797697954,Big Spenders,Mid-Tier Customers,429341.9089220906,0.9994754536213072
CUS000853,Fruits,Association Rules,0.2690364625410675,Big Spenders,Mid-Tier Customers,429341.9089220906,0.9994754536213072
CUS000854,Fruits,Association Rules,0.43269297401347445,Big Spenders,Lost Low-Value,919304.6989169955,0.9991141663665486
CUS000854,Equipment,Association Rules,0.3560902405913023,Big Spenders,Lost Low-Value,919304.6989169955,0.9991141663665486
CUS000854,Feed,Association Rules,0.3484871092481961,Big Spenders,Lost Low-Value,919304.6989169955,0.9991141663665486
CUS000855,Agrochemicals,Hybrid (Collaborative + Association),1.0,Loyal Customers,Dormant Veterans,617150.4327277584,0.999348961603266
CUS000855,Equipment,Association Rules,1.0,Loyal Customers,Dormant Veterans,617150.4327277584,0.999348961603266
CUS000855,Feed,Association Rules,1.0,Loyal Customers,Dormant Veterans,617150.4327277584,0.999348961603266
CUS000856,Equipment,Association Rules,0.31512959466284873,At Risk,Lost Low-Value,129013.31582341235,0.9993691502687432
CUS000856,Feed,Association Rules,0.29012955797697954,At Risk,Lost Low-Value,129013.31582341235,0.9993691502687432
CUS000856,Fruits,Association Rules,0.2690364625410675,At Risk,Lost Low-Value,129013.31582341235,0.9993691502687432
CUS000857,Agrochemicals,Hybrid (Collaborative + Association),1.0,Champions,Dormant Veterans,255800.5060547304,0.9995356218386792
CUS000857,Other,Hybrid (Collaborative + Association),1.0,Champions,Dormant Veterans,255800.5060547304,0.9995356218386792
CUS000857,Equipment,Hybrid (Collaborative + Association),1.0,Champions,Dormant Veterans,255800.5060547304,0.9995356218386792
CUS000858,Seeds,Hybrid (Collaborative + Association),1.0,Champions,Dormant Veterans,1047574.4705029308,0.999359420966638
CUS000858,Feed,Hybrid (Collaborative + Association),1.0,Champions,Dormant Veterans,1047574.4705029308,0.999359420966638
