Customer_ID,Recommended_Category,Reason,Confidence,RFM_Segment,Cluster_Name,Predicted_CLV,Churn_Probability
CUS000001,Other,Association Rules,0.4832405348939241,Big Spenders,Mid-Tier Customers,12108118.738922618,0.9996080653230336
CUS000001,Unknown,Association Rules,0.3560902405913023,Big Spenders,Mid-Tier Customers,12108118.738922618,0.9996080653230336
CUS000001,Poultry,Association Rules,0.31512959466284873,Big Spenders,Mid-Tier Customers,12108118.738922618,0.9996080653230336
CUS000001,Seeds,Association Rules,0.29881023340276663,Big Spenders,Mid-Tier Customers,12108118.738922618,0.9996080653230336
CUS000001,Fertilizer,Association Rules,0.24060639959578603,Big Spenders,Mid-Tier Customers,12108118.738922618,0.9996080653230336
CUS000002,Equipment,Association Rules,0.31512959466284873,About to Sleep,Lost Low-Value,150452.6768646278,0.9994416582636004
CUS000002,Feed,Association Rules,0.29012955797697954,About to Sleep,Lost Low-Value,150452.6768646278,0.9994416582636004
CUS000002,Fruits,Association Rules,0.2690364625410675,About to Sleep,Lost Low-Value,150452.6768646278,0.9994416582636004
CUS000002,Agrochemicals,Association Rules,0.22428181470814887,About to Sleep,Lost Low-Value,150452.6768646278,0.9994416582636004
CUS000002,Fertilizer,Association Rules,0.19705358952782603,About to Sleep,Lost Low-Value,150452.6768646278,0.9994416582636004
CUS000003,Unknown,Association Rules,0.5819387995172403,Big Spenders,Mid-Tier Customers,486215.8895212555,0.9995739321501064
CUS000003,Fertilizer,Association Rules,0.5403903797658925,Big Spenders,Mid-Tier Customers,486215.8895212555,0.9995739321501064
CUS000003,Other,Association Rules,0.36289396333741125,Big Spenders,Mid-Tier Customers,486215.8895212555,0.9995739321501064
CUS000003,Equipment,Association Rules,0.35216920365326065,Big Spenders,Mid-Tier Customers,486215.8895212555,0.9995739321501064
CUS000003,Agrochemicals,Association Rules,0.34245605545053565,Big Spenders,Mid-Tier Customers,486215.8895212555,0.9995739321501064
CUS000004,Equipment,Association Rules,0.4832405348939241,Promising,Mid-Tier Customers,20933.232968407672,0.9996253457127178
CUS000004,Feed,Association Rules,0.448302807430727,Promising,Mid-Tier Customers,20933.232968407672,0.9996253457127178
CUS000004,Fertilizer,Association Rules,0.3774573400147679,Promising,Mid-Tier Customers,20933.232968407672,0.9996253457127178
CUS000004,Agrochemicals,Association Rules,0.3370271478043224,Promising,Mid-Tier Customers,20933.232968407672,0.9996253457127178
CUS000004,Fruits,Association Rules,0.25251707417724134,Promising,Mid-Tier Customers,20933.232968407672,0.9996253457127178
CUS000005,Fruits,Association Rules,0.5180207407407407,Promising,Mid-Tier Customers,138430.15256734684,0.9994683129513952
CUS000005,Fertilizer,Association Rules,0.49025475805136304,Promising,Mid-Tier Customers,138430.15256734684,0.9994683129513952
CUS000005,Feed,Association Rules,0.3175660749506903,Promising,Mid-Tier Customers,138430.15256734684,0.9994683129513952
CUS000005,Agrochemicals,Association Rules,0.31727546313799626,Promising,Mid-Tier Customers,138430.15256734684,0.9994683129513952
CUS000005,Equipment,Association Rules,0.29881023340276663,Promising,Mid-Tier Customers,138430.15256734684,0.9994683129513952
CUS000006,Fruits,Association Rules,0.43269297401347445,Lost,Lost Low-Value,75502.03799687974,0.9994683129513952
CUS000006,Equipment,Association Rules,0.3560902405913023,Lost,Lost Low-Value,75502.03799687974,0.9994683129513952
CUS000006,Feed,Association Rules,0.3484871092481961,Lost,Lost Low-Value,75502.03799687974,0.9994683129513952
CUS000006,Fertilizer,Association Rules,0.275227191871268,Lost,Lost Low-Value,75502.03799687974,0.9994683129513952
CUS000006,Agrochemicals,Association Rules,0.26501422226912236,Lost,Lost Low-Value,75502.03799687974,0.9994683129513952
CUS000007,Other,Hybrid (Collaborative + Association),0.9660501957333129,Champions,Dormant Veterans,907346.8975494794,0.9995122587627276
CUS000007,Fruits,Association Rules,0.701729436554542,Champions,Dormant Veterans,907346.8975494794,0.9995122587627276
CUS000007,Equipment,Association Rules,0.671219835254151,Champions,Dormant Veterans,907346.8975494794,0.9995122587627276
CUS000007,Feed,Association Rules,0.6386166672251756,Champions,Dormant Veterans,907346.8975494794,0.9995122587627276
CUS000007,Agrochemicals,Association Rules,0.48929603697727125,Champions,Dormant Veterans,907346.8975494794,0.9995122587627276
CUS000008,Equipment,Association Rules,0.4832405348939241,Promising,Mid-Tier Customers,11279.78621624784,0.0091773039771846
CUS000008,Feed,Association Rules,0.448302807430727,Promising,Mid-Tier Customers,11279.78621624784,0.0091773039771846
CUS000008,Fertilizer,Association Rules,0.3774573400147679,Promising,Mid-Tier Customers,11279.78621624784,0.0091773039771846
CUS000008,Agrochemicals,Association Rules,0.3370271478043224,Promising,Mid-Tier Customers,11279.78621624784,0.0091773039771846
CUS000008,Fruits,Association Rules,0.25251707417724134,Promising,Mid-Tier Customers,11279.78621624784,0.0091773039771846
CUS000009,Equipment,Association Rules,0.4832405348939241,Big Spenders,Mid-Tier Customers,2515107.2574004624,0.9994928252424148
CUS000009,Feed,Association Rules,0.448302807430727,Big Spenders,Mid-Tier Customers,2515107.2574004624,0.9994928252424148
CUS000009,Fertilizer,Association Rules,0.3774573400147679,Big Spenders,Mid-Tier Customers,2515107.2574004624,0.9994928252424148
CUS000009,Agrochemicals,Association Rules,0.3370271478043224,Big Spenders,Mid-Tier Customers,2515107.2574004624,0.9994928252424148
CUS000009,Fruits,Association Rules,0.25251707417724134,Big Spenders,Mid-Tier Customers,2515107.2574004624,0.9994928252424148
CUS000010,Fertilizer,Hybrid (Collaborative + Association),1.0,Champions,Dormant Veterans,4875143.36775121,0.0185983978376367
CUS000010,Equipment,Hybrid (Collaborative + Association),1.0,Champions,Dormant Veterans,4875143.36775121,0.0185983978376367
CUS000010,Feed,Association Rules,1.0,Champions,Dormant Veterans,4875143.36775121,0.0185983978376367
CUS000010,Fruits,Association Rules,1.0,Champions,Dormant Veterans,4875143.36775121,0.0185983978376367
CUS000010,Vegetables,Association Rules,0.16293928815865968,Champions,Dormant Veterans,4875143.36775121,0.0185983978376367
CUS000011,Equipment,Association Rules,0.31512959466284873,At Risk,Lost Low-Value,143991.52987254685,0.999381892404916
CUS000011,Feed,Association Rules,0.29012955797697954,At Risk,Lost Low-Value,143991.52987254685,0.999381892404916
CUS000011,Fruits,Association Rules,0.2690364625410675,At Risk,Lost Low-Value,143991.52987254685,0.999381892404916
CUS000011,Agrochemicals,Association Rules,0.22428181470814887,At Risk,Lost Low-Value,143991.52987254685,0.999381892404916
CUS000011,Fertilizer,Association Rules,0.19705358952782603,At Risk,Lost Low-Value,143991.52987254685,0.999381892404916
CUS000012,Equipment,Hybrid (Collaborative + Association),1.0,Champions,Mid-Tier Customers,304826.3225305284,0.3210828213598083
CUS000012,Seeds,Hybrid (Collaborative + Association),1.0,Champions,Mid-Tier Customers,304826.3225305284,0.3210828213598083
CUS000012,Fertilizer,Hybrid (Collaborative + Association),1.0,Champions,Mid-Tier Customers,304826.3225305284,0.3210828213598083
CUS000012,Agrochemicals,Hybrid (Collaborative + Association),1.0,Champions,Mid-Tier Customers,304826.3225305284,0.3210828213598083
CUS000012,Feed,Association Rules,1.0,Champions,Mid-Tier Customers,304826.3225305284,0.3210828213598083
CUS000013,Feed,Hybrid (Collaborative + Association),1.0,About to Sleep,Mid-Tier Customers,48446.40257116147,0.9996253440568956
CUS000013,Other,Hybrid (Collaborative + Association),0.9657643217642125,About to Sleep,Mid-Tier Customers,48446.40257116147,0.9996253440568956
CUS000013,Fruits,Association Rules,0.701729436554542,About to Sleep,Mid-Tier Customers,48446.40257116147,0.9996253440568956
CUS000013,Equipment,Association Rules,0.671219835254151,About to Sleep,Mid-Tier Customers,48446.40257116147,0.9996253440568956
CUS000013,Agrochemicals,Association Rules,0.48929603697727125,About to Sleep,Mid-Tier Customers,48446.40257116147,0.9996253440568956
CUS000014,Other,Hybrid (Collaborative + Association),1.0,About to Sleep,Dormant Veterans,36294.91203400059,0.9995457789599156
CUS000014,Unknown,Hybrid (Collaborative + Association),1.0,About to Sleep,Dormant Veterans,36294.91203400059,0.9995457789599156
CUS000014,Agrochemicals,Hybrid (Collaborative + Association),1.0,About to Sleep,Dormant Veterans,36294.91203400059,0.9995457789599156
