Customer_ID,Category,Customer_CLV,Category_Popularity
CUS000168,Vegetables,955478.4322281232,28
CUS000168,Fruits,955478.4322281232,15
CUS000171,Fertilizer,2224688.167378809,218
CUS000171,Feed,2224688.167378809,217
CUS000171,Agrochemicals,2224688.167378809,161
CUS000171,Vegetables,2224688.167378809,28
CUS000171,Fruits,2224688.167378809,15
CUS000182,Feed,3774099.150216143,217
CUS000182,Agrochemicals,3774099.150216143,161
CUS000182,Equipment,3774099.150216143,86
CUS000182,Vegetables,3774099.150216143,28
CUS000182,Fruits,3774099.150216143,15
CUS000184,Feed,1265029.1862486957,217
CUS000184,Agrochemicals,1265029.1862486957,161
CUS000184,Equipment,1265029.1862486957,86
CUS000184,Vegetables,1265029.1862486957,28
CUS000184,Fruits,1265029.1862486957,15
CUS000186,Unknown,553699.8660978252,2339
CUS000186,Seeds,553699.8660978252,880
CUS000186,Fertilizer,553699.8660978252,218
CUS000186,Feed,553699.8660978252,217
CUS000186,Agrochemicals,553699.8660978252,161
CUS000186,Equipment,553699.8660978252,86
CUS000186,Vegetables,553699.8660978252,28
CUS000186,Fruits,553699.8660978252,15
CUS000191,Seeds,4850098.082467532,880
CUS000191,Fertilizer,4850098.082467532,218
CUS000191,Feed,4850098.082467532,217
CUS000191,Equipment,4850098.082467532,86
CUS000191,Vegetables,4850098.082467532,28
CUS000191,Fruits,4850098.082467532,15
CUS000192,Other,520817.0500793381,2175
CUS000192,Seeds,520817.0500793381,880
CUS000192,Fertilizer,520817.0500793381,218
CUS000192,Feed,520817.0500793381,217
CUS000192,Agrochemicals,520817.0500793381,161
CUS000192,Equipment,520817.0500793381,86
CUS000192,Vegetables,520817.0500793381,28
CUS000192,Fruits,520817.0500793381,15
CUS000199,Poultry,589020.036076672,10299
CUS000199,Unknown,589020.036076672,2339
CUS000199,Seeds,589020.036076672,880
CUS000199,Fertilizer,589020.036076672,218
CUS000199,Agrochemicals,589020.036076672,161
CUS000199,Equipment,589020.036076672,86
CUS000199,Vegetables,589020.036076672,28
CUS000199,Fruits,589020.036076672,15
CUS000200,Poultry,839926.3648152603,10299
CUS000200,Unknown,839926.3648152603,2339
CUS000200,Other,839926.3648152603,2175
CUS000200,Fertilizer,839926.3648152603,218
CUS000200,Feed,839926.3648152603,217
CUS000200,Agrochemicals,839926.3648152603,161
CUS000200,Equipment,839926.3648152603,86
CUS000200,Vegetables,839926.3648152603,28
CUS000200,Fruits,839926.3648152603,15
CUS000208,Poultry,846159.3261122861,10299
CUS000208,Other,846159.3261122861,2175
CUS000208,Fertilizer,846159.3261122861,218
CUS000208,Feed,846159.3261122861,217
CUS000208,Agrochemicals,846159.3261122861,161
CUS000208,Equipment,846159.3261122861,86
CUS000208,Vegetables,846159.3261122861,28
CUS000208,Fruits,846159.3261122861,15
CUS000212,Unknown,552347.0331854392,2339
CUS000212,Seeds,552347.0331854392,880
CUS000212,Fertilizer,552347.0331854392,218
CUS000212,Feed,552347.0331854392,217
CUS000212,Agrochemicals,552347.0331854392,161
CUS000212,Equipment,552347.0331854392,86
CUS000212,Vegetables,552347.0331854392,28
CUS000212,Fruits,552347.0331854392,15
CUS000213,Unknown,1209059.7160587078,2339
CUS000213,Other,1209059.7160587078,2175
CUS000213,Seeds,1209059.7160587078,880
CUS000213,Fertilizer,1209059.7160587078,218
CUS000213,Feed,1209059.7160587078,217
CUS000213,Agrochemicals,1209059.7160587078,161
CUS000213,Equipment,1209059.7160587078,86
CUS000213,Vegetables,1209059.7160587078,28
CUS000213,Fruits,1209059.7160587078,15
CUS000219,Other,2158647.2824329766,2175
CUS000219,Seeds,2158647.2824329766,880
CUS000219,Fertilizer,2158647.2824329766,218
CUS000219,Feed,2158647.2824329766,217
CUS000219,Agrochemicals,2158647.2824329766,161
CUS000219,Equipment,2158647.2824329766,86
CUS000219,Vegetables,2158647.2824329766,28
CUS000219,Fruits,2158647.2824329766,15
CUS000221,Unknown,563119.2700423346,2339
CUS000221,Seeds,563119.2700423346,880
CUS000221,Fertilizer,563119.2700423346,218
CUS000221,Feed,563119.2700423346,217
CUS000221,Agrochemicals,563119.2700423346,161
CUS000221,Equipment,563119.2700423346,86
CUS000221,Vegetables,563119.2700423346,28
CUS000221,Fruits,563119.2700423346,15
CUS000228,Unknown,646729.9216245045,2339
CUS000228,Other,646729.9216245045,2175
CUS000228,Seeds,646729.9216245045,880
CUS000228,Fertilizer,646729.9216245045,218
CUS000228,Feed,646729.9216245045,217
CUS000228,Agrochemicals,646729.9216245045,161
CUS000228,Equipment,646729.9216245045,86
CUS000228,Vegetables,646729.9216245045,28
CUS000228,Fruits,646729.9216245045,15
CUS000241,Poultry,1144910.266765932,10299
CUS000241,Unknown,1144910.266765932,2339
CUS000241,Seeds,1144910.266765932,880
CUS000241,Fertilizer,1144910.266765932,218
CUS000241,Feed,1144910.266765932,217
CUS000241,Agrochemicals,1144910.266765932,161
CUS000241,Vegetables,1144910.266765932,28
CUS000241,Fruits,1144910.266765932,15
CUS000244,Unknown,3519088.01274141,2339
CUS000244,Seeds,3519088.01274141,880
CUS000244,Fertilizer,3519088.01274141,218
CUS000244,Feed,3519088.01274141,217
CUS000244,Agrochemicals,3519088.01274141,161
CUS000244,Equipment,3519088.01274141,86
CUS000244,Vegetables,3519088.01274141,28
CUS000244,Fruits,3519088.01274141,15
CUS000246,Unknown,1559121.655137693,2339
CUS000246,Other,1559121.655137693,2175
CUS000246,Fertilizer,1559121.655137693,218
CUS000246,Feed,1559121.655137693,217
CUS000246,Agrochemicals,1559121.655137693,161
CUS000246,Equipment,1559121.655137693,86
CUS000246,Vegetables,1559121.655137693,28
CUS000246,Fruits,1559121.655137693,15
CUS000249,Poultry,3946951.3365498674,10299
CUS000249,Unknown,3946951.3365498674,2339
CUS000249,Seeds,3946951.3365498674,880
CUS000249,Fertilizer,3946951.3365498674,218
CUS000249,Feed,3946951.3365498674,217
CUS000249,Agrochemicals,3946951.3365498674,161
CUS000249,Equipment,3946951.3365498674,86
CUS000249,Vegetables,3946951.3365498674,28
CUS000249,Fruits,3946951.3365498674,15
CUS000256,Feed,4598370.175990854,217
CUS000256,Agrochemicals,4598370.175990854,161
CUS000256,Equipment,4598370.175990854,86
CUS000256,Vegetables,4598370.175990854,28
CUS000256,Fruits,4598370.175990854,15
CUS000261,Unknown,593719.3647769791,2339
CUS000261,Fertilizer,593719.3647769791,218
CUS000261,Feed,593719.3647769791,217
CUS000261,Agrochemicals,593719.3647769791,161
CUS000261,Equipment,593719.3647769791,86
CUS000261,Vegetables,593719.3647769791,28
CUS000261,Fruits,593719.3647769791,15
CUS000268,Unknown,491191.7495106412,2339
CUS000268,Other,491191.7495106412,2175
CUS000268,Seeds,491191.7495106412,880
CUS000268,Fertilizer,491191.7495106412,218
CUS000268,Feed,491191.7495106412,217
CUS000268,Agrochemicals,491191.7495106412,161
CUS000268,Equipment,491191.7495106412,86
CUS000268,Vegetables,491191.7495106412,28
CUS000268,Fruits,491191.7495106412,15
CUS000273,Unknown,1185021.4247521786,2339
CUS000273,Other,1185021.4247521786,2175
CUS000273,Seeds,1185021.4247521786,880
CUS000273,Fertilizer,1185021.4247521786,218
CUS000273,Feed,1185021.4247521786,217
CUS000273,Agrochemicals,1185021.4247521786,161
CUS000273,Equipment,1185021.4247521786,86
CUS000273,Vegetables,1185021.4247521786,28
CUS000273,Fruits,1185021.4247521786,15
CUS000274,Poultry,1166925.540510213,10299
CUS000274,Unknown,1166925.540510213,2339
CUS000274,Seeds,1166925.540510213,880
CUS000274,Fertilizer,1166925.540510213,218
CUS000274,Feed,1166925.540510213,217
CUS000274,Agrochemicals,1166925.540510213,161
CUS000274,Equipment,1166925.540510213,86
CUS000274,Vegetables,1166925.540510213,28
CUS000274,Fruits,1166925.540510213,15
CUS000276,Unknown,1292493.3113626002,2339
CUS000276,Seeds,1292493.3113626002,880
CUS000276,Fertilizer,1292493.3113626002,218
CUS000276,Feed,1292493.3113626002,217
CUS000276,Agrochemicals,1292493.3113626002,161
CUS000276,Equipment,1292493.3113626002,86
CUS000276,Vegetables,1292493.3113626002,28
CUS000276,Fruits,1292493.3113626002,15
CUS000280,Unknown,4025110.8610058473,2339
CUS000280,Other,4025110.8610058473,2175
CUS000280,Seeds,4025110.8610058473,880
CUS000280,Fertilizer,4025110.8610058473,218
CUS000280,Agrochemicals,4025110.8610058473,161
CUS000280,Equipment,4025110.8610058473,86
CUS000280,Vegetables,4025110.8610058473,28
CUS000280,Fruits,4025110.8610058473,15
CUS000281,Unknown,683793.4672731117,2339
CUS000281,Other,683793.4672731117,2175
CUS000281,Seeds,683793.4672731117,880
CUS000281,Fertilizer,683793.4672731117,218
CUS000281,Feed,683793.4672731117,217
CUS000281,Agrochemicals,683793.4672731117,161
CUS000281,Equipment,683793.4672731117,86
CUS000281,Vegetables,683793.4672731117,28
CUS000281,Fruits,683793.4672731117,15
CUS000282,Unknown,992189.2217256709,2339
CUS000282,Other,992189.2217256709,2175
CUS000282,Fertilizer,992189.2217256709,218
CUS000282,Feed,992189.2217256709,217
CUS000282,Agrochemicals,992189.2217256709,161
CUS000282,Equipment,992189.2217256709,86
CUS000282,Vegetables,992189.2217256709,28
CUS000282,Fruits,992189.2217256709,15
CUS000288,Unknown,2726975.101913857,2339
CUS000288,Other,2726975.101913857,2175
CUS000288,Seeds,2726975.101913857,880
CUS000288,Fertilizer,2726975.101913857,218
CUS000288,Feed,2726975.101913857,217
CUS000288,Agrochemicals,2726975.101913857,161
CUS000288,Equipment,2726975.101913857,86
CUS000288,Vegetables,2726975.101913857,28
CUS000288,Fruits,2726975.101913857,15
CUS000290,Seeds,817482.747162488,880
CUS000290,Fertilizer,817482.747162488,218
CUS000290,Feed,817482.747162488,217
CUS000290,Agrochemicals,817482.747162488,161
CUS000290,Equipment,817482.747162488,86
CUS000290,Vegetables,817482.747162488,28
CUS000290,Fruits,817482.747162488,15
CUS000293,Other,4514660.719836337,2175
CUS000293,Fertilizer,4514660.719836337,218
CUS000293,Feed,4514660.719836337,217
CUS000293,Agrochemicals,4514660.719836337,161
CUS000293,Equipment,4514660.719836337,86
CUS000293,Vegetables,4514660.719836337,28
CUS000293,Fruits,4514660.719836337,15
CUS000296,Unknown,3049644.2586700222,2339
CUS000296,Other,3049644.2586700222,2175
CUS000296,Seeds,3049644.2586700222,880
CUS000296,Fertilizer,3049644.2586700222,218
CUS000296,Feed,3049644.2586700222,217
CUS000296,Agrochemicals,3049644.2586700222,161
CUS000296,Equipment,3049644.2586700222,86
CUS000296,Vegetables,3049644.2586700222,28
CUS000296,Fruits,3049644.2586700222,15
CUS000298,Poultry,918837.6262349054,10299
CUS000298,Unknown,918837.6262349054,2339
CUS000298,Seeds,918837.6262349054,880
CUS000298,Fertilizer,918837.6262349054,218
CUS000298,Feed,918837.6262349054,217
CUS000298,Agrochemicals,918837.6262349054,161
CUS000298,Equipment,918837.6262349054,86
CUS000298,Vegetables,918837.6262349054,28
CUS000298,Fruits,918837.6262349054,15
CUS000303,Seeds,1055119.3631033688,880
CUS000303,Fertilizer,1055119.3631033688,218
CUS000303,Feed,1055119.3631033688,217
CUS000303,Agrochemicals,1055119.3631033688,161
CUS000303,Equipment,1055119.3631033688,86
CUS000303,Vegetables,1055119.3631033688,28
CUS000303,Fruits,1055119.3631033688,15
CUS000310,Unknown,1561957.2399242115,2339
CUS000310,Seeds,1561957.2399242115,880
CUS000310,Fertilizer,1561957.2399242115,218
CUS000310,Feed,1561957.2399242115,217
CUS000310,Agrochemicals,1561957.2399242115,161
CUS000310,Equipment,1561957.2399242115,86
CUS000310,Vegetables,1561957.2399242115,28
CUS000310,Fruits,1561957.2399242115,15
CUS000311,Unknown,3837132.626072848,2339
CUS000311,Other,3837132.626072848,2175
CUS000311,Fertilizer,3837132.626072848,218
CUS000311,Feed,3837132.626072848,217
CUS000311,Agrochemicals,3837132.626072848,161
CUS000311,Equipment,3837132.626072848,86
CUS000311,Vegetables,3837132.626072848,28
CUS000311,Fruits,3837132.626072848,15
CUS000313,Poultry,496216.0629459554,10299
CUS000313,Unknown,496216.0629459554,2339
CUS000313,Other,496216.0629459554,2175
CUS000313,Fertilizer,496216.0629459554,218
CUS000313,Feed,496216.0629459554,217
CUS000313,Equipment,496216.0629459554,86
CUS000313,Vegetables,496216.0629459554,28
CUS000313,Fruits,496216.0629459554,15
CUS000319,Seeds,988141.1125884634,880
CUS000319,Fertilizer,988141.1125884634,218
CUS000319,Feed,988141.1125884634,217
CUS000319,Agrochemicals,988141.1125884634,161
CUS000319,Equipment,988141.1125884634,86
CUS000319,Vegetables,988141.1125884634,28
CUS000319,Fruits,988141.1125884634,15
CUS000321,Other,507974.01636019297,2175
CUS000321,Seeds,507974.01636019297,880
CUS000321,Fertilizer,507974.01636019297,218
CUS000321,Feed,507974.01636019297,217
CUS000321,Agrochemicals,507974.01636019297,161
CUS000321,Equipment,507974.01636019297,86
CUS000321,Vegetables,507974.01636019297,28
CUS000321,Fruits,507974.01636019297,15
CUS000336,Seeds,32904086.606082886,880
CUS000336,Fertilizer,32904086.606082886,218
CUS000336,Feed,32904086.606082886,217
CUS000336,Agrochemicals,32904086.606082886,161
CUS000336,Equipment,32904086.606082886,86
CUS000336,Vegetables,32904086.606082886,28
CUS000336,Fruits,32904086.606082886,15
CUS000352,Seeds,851729.4892361362,880
CUS000352,Fertilizer,851729.4892361362,218
CUS000352,Feed,851729.4892361362,217
CUS000352,Agrochemicals,851729.4892361362,161
CUS000352,Equipment,851729.4892361362,86
CUS000352,Vegetables,851729.4892361362,28
CUS000352,Fruits,851729.4892361362,15
CUS000357,Fertilizer,1073634.086128682,218
CUS000357,Feed,1073634.086128682,217
CUS000357,Agrochemicals,1073634.086128682,161
CUS000357,Equipment,1073634.086128682,86
CUS000357,Vegetables,1073634.086128682,28
CUS000357,Fruits,1073634.086128682,15
CUS000360,Poultry,788230.2811957147,10299
CUS000360,Unknown,788230.2811957147,2339
CUS000360,Other,788230.2811957147,2175
CUS000360,Seeds,788230.2811957147,880
CUS000360,Fertilizer,788230.2811957147,218
CUS000360,Agrochemicals,788230.2811957147,161
CUS000360,Equipment,788230.2811957147,86
CUS000360,Vegetables,788230.2811957147,28
CUS000360,Fruits,788230.2811957147,15
CUS000361,Poultry,633011.7787107838,10299
CUS000361,Unknown,633011.7787107838,2339
CUS000361,Other,633011.7787107838,2175
CUS000361,Fertilizer,633011.7787107838,218
CUS000361,Feed,633011.7787107838,217
CUS000361,Agrochemicals,633011.7787107838,161
CUS000361,Equipment,633011.7787107838,86
CUS000361,Vegetables,633011.7787107838,28
CUS000361,Fruits,633011.7787107838,15
CUS000368,Unknown,11835853.637841448,2339
CUS000368,Seeds,11835853.637841448,880
CUS000368,Fertilizer,11835853.637841448,218
CUS000368,Feed,11835853.637841448,217
CUS000368,Agrochemicals,11835853.637841448,161
CUS000368,Equipment,11835853.637841448,86
CUS000368,Vegetables,11835853.637841448,28
CUS000368,Fruits,11835853.637841448,15
CUS000372,Feed,512000.6172956131,217
CUS000372,Equipment,512000.6172956131,86
CUS000372,Vegetables,512000.6172956131,28
CUS000372,Fruits,512000.6172956131,15
CUS000373,Unknown,3624701.1934277546,2339
CUS000373,Feed,3624701.1934277546,217
CUS000373,Agrochemicals,3624701.1934277546,161
CUS000373,Equipment,3624701.1934277546,86
CUS000373,Vegetables,3624701.1934277546,28
CUS000373,Fruits,3624701.1934277546,15
CUS000375,Fertilizer,5506048.65034022,218
CUS000375,Feed,5506048.65034022,217
CUS000375,Agrochemicals,5506048.65034022,161
CUS000375,Vegetables,5506048.65034022,28
CUS000375,Fruits,5506048.65034022,15
CUS000381,Seeds,3769075.639490073,880
CUS000381,Fertilizer,3769075.639490073,218
CUS000381,Feed,3769075.639490073,217
CUS000381,Agrochemicals,3769075.639490073,161
CUS000381,Equipment,3769075.639490073,86
CUS000381,Vegetables,3769075.639490073,28
CUS000381,Fruits,3769075.639490073,15
CUS000387,Unknown,6290974.919605937,2339
CUS000387,Fertilizer,6290974.919605937,218
CUS000387,Agrochemicals,6290974.919605937,161
CUS000387,Equipment,6290974.919605937,86
CUS000387,Vegetables,6290974.919605937,28
CUS000387,Fruits,6290974.919605937,15
CUS000389,Other,900009.1335024441,2175
CUS000389,Seeds,900009.1335024441,880
CUS000389,Feed,900009.1335024441,217
CUS000389,Agrochemicals,900009.1335024441,161
CUS000389,Equipment,900009.1335024441,86
CUS000389,Vegetables,900009.1335024441,28
CUS000389,Fruits,900009.1335024441,15
CUS000392,Seeds,1010014.5666992828,880
CUS000392,Fertilizer,1010014.5666992828,218
CUS000392,Feed,1010014.5666992828,217
CUS000392,Agrochemicals,1010014.5666992828,161
CUS000392,Equipment,1010014.5666992828,86
CUS000392,Vegetables,1010014.5666992828,28
CUS000392,Fruits,1010014.5666992828,15
CUS000395,Other,3279487.365658534,2175
CUS000395,Seeds,3279487.365658534,880
CUS000395,Fertilizer,3279487.365658534,218
CUS000395,Feed,3279487.365658534,217
CUS000395,Agrochemicals,3279487.365658534,161
CUS000395,Equipment,3279487.365658534,86
CUS000395,Vegetables,3279487.365658534,28
CUS000395,Fruits,3279487.365658534,15
CUS000396,Unknown,2630242.524996964,2339
CUS000396,Seeds,2630242.524996964,880
CUS000396,Fertilizer,2630242.524996964,218
CUS000396,Feed,2630242.524996964,217
CUS000396,Agrochemicals,2630242.524996964,161
CUS000396,Equipment,2630242.524996964,86
CUS000396,Vegetables,2630242.524996964,28
CUS000396,Fruits,2630242.524996964,15
CUS000401,Unknown,1429169.65030044,2339
CUS000401,Fertilizer,1429169.65030044,218
CUS000401,Feed,1429169.65030044,217
CUS000401,Agrochemicals,1429169.65030044,161
CUS000401,Equipment,1429169.65030044,86
CUS000401,Vegetables,1429169.65030044,28
CUS000401,Fruits,1429169.65030044,15
CUS000405,Seeds,979420.4048270622,880
CUS000405,Fertilizer,979420.4048270622,218
CUS000405,Feed,979420.4048270622,217
CUS000405,Agrochemicals,979420.4048270622,161
CUS000405,Equipment,979420.4048270622,86
CUS000405,Vegetables,979420.4048270622,28
CUS000405,Fruits,979420.4048270622,15
CUS000412,Seeds,952709.7404245737,880
CUS000412,Fertilizer,952709.7404245737,218
CUS000412,Agrochemicals,952709.7404245737,161
CUS000412,Vegetables,952709.7404245737,28
CUS000412,Fruits,952709.7404245737,15
CUS000418,Poultry,4229518.937430449,10299
CUS000418,Other,4229518.937430449,2175
CUS000418,Seeds,4229518.937430449,880
CUS000418,Fertilizer,4229518.937430449,218
CUS000418,Feed,4229518.937430449,217
CUS000418,Agrochemicals,4229518.937430449,161
CUS000418,Equipment,4229518.937430449,86
CUS000418,Vegetables,4229518.937430449,28
CUS000418,Fruits,4229518.937430449,15
CUS000421,Unknown,1066866.392636488,2339
CUS000421,Other,1066866.392636488,2175
CUS000421,Seeds,1066866.392636488,880
CUS000421,Fertilizer,1066866.392636488,218
CUS000421,Feed,1066866.392636488,217
CUS000421,Agrochemicals,1066866.392636488,161
CUS000421,Equipment,1066866.392636488,86
CUS000421,Vegetables,1066866.392636488,28
CUS000421,Fruits,1066866.392636488,15
CUS000423,Seeds,5320394.712439058,880
CUS000423,Fertilizer,5320394.712439058,218
CUS000423,Feed,5320394.712439058,217
CUS000423,Agrochemicals,5320394.712439058,161
CUS000423,Equipment,5320394.712439058,86
CUS000423,Vegetables,5320394.712439058,28
CUS000423,Fruits,5320394.712439058,15
CUS000440,Feed,4797478.581537621,217
CUS000440,Equipment,4797478.581537621,86
CUS000440,Vegetables,4797478.581537621,28
CUS000440,Fruits,4797478.581537621,15
CUS000450,Other,929087.67337383,2175
CUS000450,Seeds,929087.67337383,880
CUS000450,Fertilizer,929087.67337383,218
CUS000450,Feed,929087.67337383,217
CUS000450,Agrochemicals,929087.67337383,161
CUS000450,Equipment,929087.67337383,86
CUS000450,Vegetables,929087.67337383,28
CUS000450,Fruits,929087.67337383,15
CUS000451,Poultry,1361777.5951709005,10299
CUS000451,Unknown,1361777.5951709005,2339
CUS000451,Fertilizer,1361777.5951709005,218
CUS000451,Feed,1361777.5951709005,217
CUS000451,Agrochemicals,1361777.5951709005,161
CUS000451,Equipment,1361777.5951709005,86
CUS000451,Vegetables,1361777.5951709005,28
CUS000451,Fruits,1361777.5951709005,15
CUS000452,Unknown,2309490.5842753826,2339
CUS000452,Seeds,2309490.5842753826,880
CUS000452,Fertilizer,2309490.5842753826,218
CUS000452,Feed,2309490.5842753826,217
CUS000452,Agrochemicals,2309490.5842753826,161
CUS000452,Equipment,2309490.5842753826,86
CUS000452,Vegetables,2309490.5842753826,28
CUS000452,Fruits,2309490.5842753826,15
CUS000464,Poultry,4200894.561137529,10299
CUS000464,Unknown,4200894.561137529,2339
CUS000464,Seeds,4200894.561137529,880
CUS000464,Fertilizer,4200894.561137529,218
CUS000464,Feed,4200894.561137529,217
CUS000464,Agrochemicals,4200894.561137529,161
CUS000464,Equipment,4200894.561137529,86
CUS000464,Vegetables,4200894.561137529,28
CUS000464,Fruits,4200894.561137529,15
CUS000466,Unknown,495651.2901183859,2339
CUS000466,Other,495651.2901183859,2175
CUS000466,Seeds,495651.2901183859,880
CUS000466,Fertilizer,495651.2901183859,218
CUS000466,Feed,495651.2901183859,217
CUS000466,Agrochemicals,495651.2901183859,161
CUS000466,Equipment,495651.2901183859,86
CUS000466,Vegetables,495651.2901183859,28
CUS000466,Fruits,495651.2901183859,15
CUS000470,Unknown,925653.4724885364,2339
CUS000470,Other,925653.4724885364,2175
CUS000470,Fertilizer,925653.4724885364,218
CUS000470,Feed,925653.4724885364,217
CUS000470,Agrochemicals,925653.4724885364,161
CUS000470,Equipment,925653.4724885364,86
CUS000470,Vegetables,925653.4724885364,28
CUS000470,Fruits,925653.4724885364,15
CUS000474,Unknown,1023474.7216456574,2339
CUS000474,Other,1023474.7216456574,2175
CUS000474,Seeds,1023474.7216456574,880
CUS000474,Fertilizer,1023474.7216456574,218
CUS000474,Feed,1023474.7216456574,217
CUS000474,Agrochemicals,1023474.7216456574,161
CUS000474,Equipment,1023474.7216456574,86
CUS000474,Vegetables,1023474.7216456574,28
CUS000474,Fruits,1023474.7216456574,15
CUS000478,Unknown,4572089.503440972,2339
CUS000478,Other,4572089.503440972,2175
CUS000478,Seeds,4572089.503440972,880
CUS000478,Fertilizer,4572089.503440972,218
CUS000478,Feed,4572089.503440972,217
CUS000478,Agrochemicals,4572089.503440972,161
CUS000478,Equipment,4572089.503440972,86
CUS000478,Vegetables,4572089.503440972,28
CUS000478,Fruits,4572089.503440972,15
CUS000483,Unknown,506249.5092132737,2339
CUS000483,Other,506249.5092132737,2175
CUS000483,Seeds,506249.5092132737,880
CUS000483,Fertilizer,506249.5092132737,218
CUS000483,Feed,506249.5092132737,217
CUS000483,Agrochemicals,506249.5092132737,161
CUS000483,Equipment,506249.5092132737,86
CUS000483,Vegetables,506249.5092132737,28
CUS000483,Fruits,506249.5092132737,15
CUS000489,Poultry,10395391.08228196,10299
CUS000489,Unknown,10395391.08228196,2339
CUS000489,Other,10395391.08228196,2175
CUS000489,Seeds,10395391.08228196,880
CUS000489,Fertilizer,10395391.08228196,218
CUS000489,Feed,10395391.08228196,217
CUS000489,Agrochemicals,10395391.08228196,161
CUS000489,Vegetables,10395391.08228196,28
CUS000489,Fruits,10395391.08228196,15
CUS000491,Unknown,1019642.5867992312,2339
CUS000491,Other,1019642.5867992312,2175
CUS000491,Seeds,1019642.5867992312,880
CUS000491,Fertilizer,1019642.5867992312,218
CUS000491,Feed,1019642.5867992312,217
CUS000491,Agrochemicals,1019642.5867992312,161
CUS000491,Equipment,1019642.5867992312,86
CUS000491,Vegetables,1019642.5867992312,28
CUS000491,Fruits,1019642.5867992312,15
CUS000492,Unknown,526653.6997099853,2339
CUS000492,Seeds,526653.6997099853,880
CUS000492,Fertilizer,526653.6997099853,218
CUS000492,Feed,526653.6997099853,217
CUS000492,Agrochemicals,526653.6997099853,161
CUS000492,Equipment,526653.6997099853,86
CUS000492,Vegetables,526653.6997099853,28
CUS000492,Fruits,526653.6997099853,15
CUS000508,Unknown,6815952.913005707,2339
CUS000508,Fertilizer,6815952.913005707,218
CUS000508,Feed,6815952.913005707,217
CUS000508,Agrochemicals,6815952.913005707,161
CUS000508,Equipment,6815952.913005707,86
CUS000508,Vegetables,6815952.913005707,28
CUS000508,Fruits,6815952.913005707,15
CUS000509,Feed,11019096.042877536,217
CUS000509,Agrochemicals,11019096.042877536,161
CUS000509,Equipment,11019096.042877536,86
CUS000509,Vegetables,11019096.042877536,28
CUS000509,Fruits,11019096.042877536,15
CUS000510,Seeds,9600534.118620314,880
CUS000510,Fertilizer,9600534.118620314,218
CUS000510,Feed,9600534.118620314,217
CUS000510,Agrochemicals,9600534.118620314,161
CUS000510,Equipment,9600534.118620314,86
CUS000510,Vegetables,9600534.118620314,28
CUS000510,Fruits,9600534.118620314,15
CUS000513,Unknown,9106103.210765837,2339
CUS000513,Other,9106103.210765837,2175
CUS000513,Seeds,9106103.210765837,880
CUS000513,Fertilizer,9106103.210765837,218
CUS000513,Feed,9106103.210765837,217
CUS000513,Agrochemicals,9106103.210765837,161
CUS000513,Equipment,9106103.210765837,86
CUS000513,Vegetables,9106103.210765837,28
CUS000513,Fruits,9106103.210765837,15
CUS000531,Poultry,2643345.335920754,10299
CUS000531,Other,2643345.335920754,2175
CUS000531,Seeds,2643345.335920754,880
CUS000531,Fertilizer,2643345.335920754,218
CUS000531,Feed,2643345.335920754,217
CUS000531,Agrochemicals,2643345.335920754,161
CUS000531,Equipment,2643345.335920754,86
CUS000531,Vegetables,2643345.335920754,28
CUS000531,Fruits,2643345.335920754,15
CUS000533,Unknown,538941.3892378522,2339
CUS000533,Feed,538941.3892378522,217
CUS000533,Equipment,538941.3892378522,86
CUS000533,Vegetables,538941.3892378522,28
CUS000533,Fruits,538941.3892378522,15
CUS000535,Fertilizer,3320433.151108235,218
CUS000535,Agrochemicals,3320433.151108235,161
CUS000535,Vegetables,3320433.151108235,28
CUS000535,Fruits,3320433.151108235,15
CUS000536,Feed,4418169.537076939,217
CUS000536,Agrochemicals,4418169.537076939,161
CUS000536,Equipment,4418169.537076939,86
CUS000536,Vegetables,4418169.537076939,28
CUS000536,Fruits,4418169.537076939,15
CUS000541,Seeds,2655256.404690073,880
CUS000541,Fertilizer,2655256.404690073,218
CUS000541,Feed,2655256.404690073,217
CUS000541,Agrochemicals,2655256.404690073,161
CUS000541,Equipment,2655256.404690073,86
CUS000541,Vegetables,2655256.404690073,28
CUS000541,Fruits,2655256.404690073,15
CUS000545,Other,552942.2988677433,2175
CUS000545,Seeds,552942.2988677433,880
CUS000545,Fertilizer,552942.2988677433,218
CUS000545,Feed,552942.2988677433,217
CUS000545,Agrochemicals,552942.2988677433,161
CUS000545,Equipment,552942.2988677433,86
CUS000545,Vegetables,552942.2988677433,28
CUS000545,Fruits,552942.2988677433,15
CUS000548,Seeds,2638103.296268769,880
CUS000548,Fertilizer,2638103.296268769,218
CUS000548,Agrochemicals,2638103.296268769,161
CUS000548,Equipment,2638103.296268769,86
CUS000548,Vegetables,2638103.296268769,28
CUS000548,Fruits,2638103.296268769,15
CUS000550,Other,816052.881124098,2175
CUS000550,Seeds,816052.881124098,880
CUS000550,Feed,816052.881124098,217
CUS000550,Agrochemicals,816052.881124098,161
CUS000550,Equipment,816052.881124098,86
CUS000550,Vegetables,816052.881124098,28
CUS000550,Fruits,816052.881124098,15
CUS000554,Fertilizer,4027140.369854781,218
CUS000554,Agrochemicals,4027140.369854781,161
CUS000554,Equipment,4027140.369854781,86
CUS000554,Vegetables,4027140.369854781,28
CUS000554,Fruits,4027140.369854781,15
CUS000559,Fertilizer,13916064.032586966,218
CUS000559,Equipment,13916064.032586966,86
CUS000559,Vegetables,13916064.032586966,28
